ndc11,DRUG
00074176230,Ocuvite Lutein
17191003500,Hepari
51079095701,Gengraf
51079020520,Gengraf
10019001303,Gengraf
50580029304,Imodium
58406043504,Etanercept
00781104701,Perphenazine
00054465025,Flaxseed Oil
00054465025,FiberCon
00182844789,Acetaminophen (Liquid)
00056060128,Carbidop
00590032435,*NF* Warfarin
66479052001,CloniDINE
66479052101,CloniDINE
00904770418,Aspirin 
00409672924,Magnesium 
00409672924,Magnesium
64980013009,Carnitor
00007315613,AndroGel
00173024256,Dig
52959053614,Omeprazole
00002751001,HUMALOG
00071201223,Neurontin
60505260400,Hydrocodone-Acetaminophen
00904150061,Hydrocodone-Acetaminophen
00008084199,DHEA
00574011215,Moexipril
51672125802,Clobetasol
58980061030,Urea
58980062570,urea
00456060010,Ceftaroline
00641607325,Morphine
54868248901,Thiamine Study Drug (*IND*)
00008084199,Tavist
58177000104,NS
58177000104,Ampicillin Sodium
58177000104,Isotonic Sodium Chloride
58177000104,Gentamicin
58177000104,Famotidine
58177000104,Methylprednisolone Na Succ.
58177000104,Iso-Osmotic Sodium Chloride
58177000104,Syringe (IV Room)
63323042610,Rocuronium
00032160280,Lactulose Enema
00074427701,Lidocaine 2% P.f.
00002759701,OLANZapine
51079095720,Doxazosin
64455099395,Acyclovir Ointment 5%
00536242558,Chloraseptic Throat Spray
00121054410,Docusat
00904224461,Docusat
54482014407,Carn
54569104600,Promethazine HCl
00300154430,lans
00088120806,*NF* Dolasetron Mesylate
00641243645,Heparin Flush CRRT (5000 Units/mL)
64253033335,Heparin Flush CRRT (5000 Units/mL)
00258368790,Diltiazem
00074568216,valpr
51079025520,UROXATRAL
00054848616,Metamucil
00245004101,Potassium Chloride (Powder)
65597010330,Benicar HCT
00007411713,Famciclovir
00007411713,*NF* Famciclovir
00054301050,ACETAM
00045050130,ACETAM
00026285548,Iso-Osmotic Dextrose
00026285548,Cefazolin
00026285548,SW
00173044202,Potassium Chloride
49281054505,Mannitol 20%
49281054505,Soln.
00045025501,Nitroprusside Sodium
00074177825,Soln.
00074177825,Mannitol 20%
10019001303,Mannitol
63323016501,Soln.
00338001702,Phenylephrine HCl
00409427902,Lidocaine 1% (Buffered)
00456066270,Potassium
49281038215,Influenza Virus Vaccine
00045006601,Zelnorm
00121054410,Zelnorm (tegaserod)
00469305130,Amphotericin B Lipo. (Ambisome)
61314034202,Phenylephrine 2.5 %
00004200278,Risedronate Sodium
00054865024,Propofol (Generic)
00517460125,Iso-Osmotic Dextrose
00517460125,SW
00517460125,Hespan
00517460125,Vancomycin HCl
00713016550,Potassium Chloride
00487950125,Vancomycin HCl
00487950125,Iso-Osmotic Dextrose
00641141035,NEO*IV*Digoxin
00009307301,Methylprednisolone
00029320713,Paxil Cr
00186012201,Lidocaine 2%/Epinephrine P.F.
10019007587,Esmolol in Saline (Iso-osm)
00006335645,*NF* Cefoxitin Sodium
00069267041,Nifedipine
00054848616,Lipram-PN20
00300154430,Lipram-PN20
00074663734,sodium Bicarb
00409662502,sodium
00409662502,sodium bi
00065064435,Tobramycin 0.3% Ophth Ointment
00228249710,nifed
00054372763,Propranolol Oral Solution
00536479301,Tocopheryl
00781305780,Ondansetron
00034050010,Choline Magnesium Trisalicylate
00074233326,Hydromorphone
00054823301,Clonidine HCl
58281056301,Baclofen Intrathecal
00132010915,Fleet 
68516320003,Profilnine SD
00904521735,Afrin
51079020520,Dexamethasone Sod Phosphate
51079020520,D5W
00456261490,diltia
00009011312,Methylpre
00006362835,Celexa
00023050601,Refresh Liquigel
60432021208,prednisoLONE
00168031230,prednisolone acetate
00168031230,Econopred Plus
00641040025,Econopred Plus
58768010002,Vigamox
00074115170,Dornase Alfa
00517571025,*NF BRINZOLAMIDE (AZOPT)
00013830304,*NF BRINZOLAMIDE (AZOPT)
00074915801,VITAMIN K1
60574411101,Palivizumab
00517305025,Sterile Water
00187000714,Ribavirin Aerosol
54391005009,Levocarnitine
00574012008,Charcoal
00074665305,NS
00071080540,Vancomycin HCl
00071080540,Iso-Osmotic Dextrose
00074198530,Darifenacin
00004035009,Pegasys
00087665001,Didanosine Chewable Tab
00087665001,Didanosine
00087665201,Didanosine
60977011501,Morphine Sulfate (PF)
00904062960,Niaspan
00074125801,Nisoldipine (Sular)
00245015401,Salsalate
65473075401,Albuterol Sulfate (Extended Release)
00008418806,Pulmicort
00074610204,Pulmicort
00121043130,Pulmicort
00054011625,Ropinirole
00002411233,OLANZapine
00548909010,Hyaluronidase
00029608031,Iodosorb
00168001131,Iodosorb
00074610204,Ovcon-35
54569041702,Ovcon-35
00173044202,Ovcon-35
00071000724,Phenytoin Sodium Extended
00054023755,Morphine 
00009005002,MedroxyPROGESTERone Acetate
00074611411,Divalproex
00074712611,Divalproex (EXTended Release)
00338070341,Cyanocobalamin
00517391025,Epoetin Alfa
00517391025,Vial
00093514001,Alendronate Sodium
00517031010,METHYLEN
50111030801,Letairis (Ambrisentan)
63481068706,Adcirca
63481068706,Tyvaso
66302020603,Tyvaso
00517570225,Letairis 5mg
49502069724,Tyvaso 1.74mg/2.9 ml
00406717162,Adcirca
00085172202,Nifedi
00338055002,Nevirapine
00338055002,zidovudine
62053053425,Thymoglobulin (IND)
00004007901,Flucytosine
00087606005,Nifedipine (Bulk)
00395100391,Neo*PO*Gentian Violet 0.25 %
17478028435,Bacitracin & Polymyxin B Ophth
00065065435,*NF* Ciprofloxacin 0.3% Ophth Oint
00075291502,Enoxaparin Sodium
58160087346,Oxybutynin Chloride ER
00074915801,Promit
66993000860,cilo
00409401101,Verapamil
00338001702,Water
00781215901,Niaspan
00054865724,Amicar Solution 
50242005306,Synarel nasal spray
00074125901,Synarel nasal spray
00074915801,Vitamin K1
00409610204,Flutamide
62584078833,flutamide
51079039620,Alka-Seltzer
00904404073,as
63739002401,as
00002751001,HumaLOG
59011010310,Oxycodone-Acetaminophen
00703877103,Adenosine
00173049800,NEO*IV*Ampicillin Sodium
51079025520,Syringe (Neonatal) *D5W*
51079025520,Send 500mg Vial
51079025520,NEO*IV*Gentamicin
55566504001,Desmopressin Acetate
00071000724,Phenytoin 
00143145801,PHENObarbital
00069551066,Cetirizine
58468002101,Sevelamer HCl
51079058620,Thiothixene
51079058720,Thiothixene
00085043104,albuterol
66213042510,Donnatol
00088177749,*NF* Diltiazem SR
00071015540,Lipitor
00472073041,Miconazole 2% Cream
00078035806,Avodart (dutasteride)
00597005801,Avodart
67618015001,Povidone Iodine 1/4 Strength
00591359160,Dronabinol
00069153041,Avodart
00054376950,Artificial Saliva
00023050601,Polyvinyl Alcohol
00074663722,sodium bi
54092017212,Carbamazepine ER
61314065625,Ciprofloxacin
52268080005,Polyethylene Glycol 3350
00054376950,Salivart
00168002638,Bacitracin
00074714913,Levothyroxine Sodium
00074115112,Hep
00074490234,dextrose
00172428510,Verapamil SR
00054829925,D5W
58177000104,DopAmine
50383068304,Nephrocaps
63323022110,Vancomycin Intraventricular
00591071601,B-50
66553000401,Calcium Carbonate (Tums)
00049490041,B-50
00641040025,B-50
61703020431,Acetylcysteine 
50458060128,Risperidone (Disintegrating Tablet)
00069073166,Cetirizine
18860067870,Cromolyn
00009019016,Ketotifen Fumarate (Bulk)
53014067870,Cromolyn
18860067870,Gastrocrom
63323026201,leflunomide
00074317801,Lidocaine 1%/Epinephrine
00338004904,Phenylephrine
00338004904,Sodium Bicarbonate
00409176230,Fentanyl Citrate
00409176230,Sodium Bicarbonate
00409176230,Vasopressin
00409427001,Lidocaine 1%
00517460525,glyco
12496130602,Buprenorphine-Naloxone (8mg-2mg)
00088115003,Copaxone
00173017855,BuPROPion 
00002751001,Insulin Human Regular
00071000740,dila
00173064255,Lamictal
64764024060,Amitiza
00009082501,Hydrocortiso
00074115170,Tarceva
00944049101,Albumin 5% (25g / 500mL)
49999016850,Amoxicillin Oral Susp.
49281054505,NEO*IM*Hepatitis B Vaccine
00071080640,Cryselle (28)
00008083303,Cartia XT
00008083303,JANUVIA
00338004903,JANUVIA
00338004903,Cartia XT
00456261563,dilt
00409125830,JANUVIA
00078036545,Vivelle
00536467801,Thiamine
00045152510,LevoFLOXacin
08290036005,Heparin Flush Hickman (100 units/ml)
00074407532,Magnesium Sulfate in D5W
39822027702,Bacitracin
00364301247,Iron Dextran Complex
64894082550,Hectorol
00409663734,sodium bica
00597003334,Clonidine 
00024155001,Porfimer Sodium
00310037720,Cefotetan Disodium
00300304613,LANS
49452477503,MICONAZOL
00075245001,Desmopressin 
54868277600,Phenytoin Sodium Extended
00074115170,Heparin Flus
49502068503,Fluticasone/Salmeterol (Advair)
00091353201,L-Hyoscyamine
00054465025,Insulin Pump
49884090738,Megace Oral
00904150061,Ativan
55513054610,Filgrastim
51079080120,Metoprolol Succinate XL
51079054220,Prochlorperazine Maleate
55499120401,MVI
55390056510,Aranesp
00026884148,Procardia XL
00187000714,Ribavirin
00006057354,Indinavir Sulfate
00173066200,LaMI
00093065701,Diazoxide
51927274200,Diazoxide
00004014301,Rocaltrol
44206025110,Albumin 25%
00074332901,Thiopental Sodium
52959005500,doxycy
00056017075,Warf
00002751001,Insulin Lispro (Human)
00338001704,SUTENT
00029320613,Paxil CR
00026066420,Antihemophilic Factor
00026066430,Antihemophilic Factor
00026066430,Antihemophilic Factor (Recombinant)
00026066420,Antihemophilic Factor (Recombinant)
72140085731,Basis
00173017855,Bupropion
00074663322,ritonavir
51079028220,NEO*IV*Ampicillin Sodium
51079028220,Syringe (Neonatal) *D5W*
51079028220,Send 500mg Vial
51079028220,NEO*IV*Gentamicin
00998030305,Phenylephrine 2.5% opth
00904563561,MetFORMIN (Glucophage)
54569138500,Candesartan Cilexetil
54569138500,tabletsCandesartan Cilexetil
00045050130,Iso-Osmotic Dextrose
00045050130,Ceftriaxone
00131422009,Ceftriaxone
49281086010,Iso-Osmotic Dextrose
11793752202,Tuberculin Protein
51079032730,Humibid L.A.
50111052901,Choline Magnesium Trisalicylate
00641036925,Diazepam
00074165801,Zemplar
00074176230,Morphine Sulfate (1-5mg)
00904174861,Glyset
00904174861,Xenical
00904775960,*nf*
00186023503,Lidoca
00904775960,*NF* Guaifenesin LA
00049275041,Cardura
49884067314,Cabergoline
00904777261,Metoprolol Succinate XL
00049399041,Ziprasidone Hydrochloride
58281056301,Baclofen
00143978510,Valproate Sodium
00781573413,lansoprazole
00456046201,Thyroid
51079001920,LIDODERM PATCHES 3.5%
51079001920,LIDODERM PATCHES 5%
00054865024,LIDODERM PATCHES 5%
00456402063,Melatonin
63481068706,*NF* Lidocaine 5% Patch
63481068706,LIDODERM PATCHES
00054865024,Melatonin
00641037625,Enema Disposable
00034234003,Povidone Iodine 10% Ointment
00436094616,Dakins Full Strength
00074610204,*nf* Lanolin (Hydrous)
00074407532,Lanolin (Hydrous)
00049345019,Fluconazole Suspension
10139023511,rocuronium
00006011728,Montelukast
51285075402,AcetaZOLamide S.R.
00409724101,Epinephrine HCl
00186000431,Atacand HCT
00074662502,SODIUM BICARB
00007489320,Ropinirole Hydrochloride
00007489320,Ropinirole HCl
61570014610,NEO*IM*Penicillin G Benzathine
59762024603,Donepezil
24208068615,Pilocarpine 4%
00002751001,Ultralente Humulin Insulin
58177000104,INSULIN ULTRALENTE
63323039923,Ampicillin
00436094616,Dakins 1/8 Strength
00074258702,Humulin-R Insulin
00074258702,NS
00087057007,Vasopressin
00087057007,Soln.
00087057007,Fentanyl Citrate
00088216030,Leflunomide
00168003631,Liniments
00002324033,Cymbalta
00034050510,CHOLINE
00002821501,zz 
00006027528,Medium Chain Triglycerides
54569241100,AMPicillin
00078040105,Gleevec
00406051262,Oxycodone
51079028520,NS
00008084199,Iso-Osmotic Dextrose
00008084199,Ceftriaxone
51079041720,Cipro HC OTIC Suspension
00338004904,Tears Naturale PM
64253033335,Hepar
00536440601,Pyridoxine
49281000610,Influenza Virus Vaccine
00007315518,Testosterone 2.5mg Patch
00087057007,acetylcys
00904399061,Salmon Oil-1000
33332001101,Morphine Sulfate
10019007001,Milrinone Lactate
00064065001,Nystatin Ointment
00074697805,hydrocortisone/iodoquinol
00072026006,Calcipotriene
00008092681,*NF* Zaleplon
00008084199,Esterified Estrogen (Menest)
00008084199,Risendronate sodium (Actonel)
00641040025,Menest (esterified estrogens)
00641040025,Risedronate (Actonel)
00173044202,Nitroprusside Sodium
00173044202,D5W
00517460125,DopAmine
00517460125,Cefazolin
00517260225,D5W
00517260225,Iso-Osmotic Dextrose
00074125901,Famotidine
00054865024,Iso-Osmotic Sodium Chloride
00456261390,dilt
00456261390,diltia
00597001314,Albuterol Sulfate/Ipratropium
58063070510,Pilocarpine HCl
00074125801,Midazolam HCl
11980002515,artificial
00944049101,Albumin 5% (2.5gm)
00173034447,Ranitidine Hcl
00713016550,NEO*IV*Ampicillin Sodium
00713016550,NEO*IV*Gentamicin
00713016550,Send 500mg Vial
00713016550,Syringe (Neonatal) *D5W*
00338004938,atomoxitene
00008070402,Strattera
00023218105,Acular LS
00338114403,Amino Acids 4.25%-Dextrose 5%
00087057007,Ketorolac Tromethamine
00300304613,Lansop
00005535960,Loxapine Succinate
51079067820,Loxapine Succinate
00006337666,Indomethacin
00378910493,Nitroglycerin 
00089130130,Nitroglycerin 
59930156001,Albuterol 
00056001170,Revia
00026819763,Aprotinin
00008104005,Sirolimus
00998061505,Dexamethasone
00186027613,Xylocaine
00187301330,Pyridostigmine Bromide
00054848616,Femara
66490069110,Primidone
00026884148,Nifedipine
00186109205,Metoprolol
00338002304,Potassium Chloride
00338002304,Sodium Chloride
00517293025,Syringe (Neonatal)
00517293025,NEO*IV*Caffeine Citrate
00517293025,NEO*IV*Fat Emulsion
17714001110,Vexol
00006336703,Timolol
00338004938,Vexol
00023866505,Vexol (rimexolone)
00536468301,Trimethoprim
00597003334,Clonidine TTS
00054865724,ALL PURPOSE NIPPLE OINTMENT
00004692506,Trizivir
58914011110,Viokase 16
52959058605,Fentanyl Patch
00186502031,Esomeprazole Magnesium
00121054410,Docu
00168020160,Clindamycin
66733094823,Cetuximab
00904404073,Avalide
00071015523,Avalide
00310037720,Cefotetan
63323026965,PHENYLEPHrine
63323026965,Phenylephrine
63323026965,Fentanyl
00064065001,Phenylephrine
00064065001,PHENYLEPHrine
00071036940,phenytoi
00071036940,Dilantin Extended
55390023301,DOXOrubicin
61703030916,VinCRIStine (Oncovin)
55390003110,Methotrexate Sodium P.F.
54569241100,Ampicillin Sodium
54569241100,Ampicil
62584089701,FoLIC Acid
00173099155,Acyclovir
00025152031,CeleBREX
63824000840,guaiFENesin
54092006301,Anagrelide HCl
54569391600,Heparin Sodium
54569391600,D5W
00074610204,Potassium Chloride
00074610204,Potassium Phosphate
62584078833,Lorazepam
62584078833,Fentanyl Citrate
00008058113,Phenylephrine HCl
50419010511,D5W
00074610204,Magnesium Sulfate
00944049101,albumi
00597008214,ATROVENT
00004029809,Mycophenolate Mofetil Hcl
00004003822,Valganciclovir Hcl
00998020315,Pilocarpine 4%
00006494300,Phenylephrine
54868410300,Gentamicin
00904150061,Ipratropium Bromide
00409672924,Ipratropium Bromide
51079038620,Iso-Osmotic Dextrose
51079038620,Cefazolin
17478028712,Levobunolol HCl 0.5%
51079042820,LORAZEPAM
00574012008,Activated
00008058107,HEPARIN  FLUSH
00008058107,PROPOFOL (*GENERIC*)
00008058107,LORAZEPAM
00008058107,ACETAMINOPHEN (RECTAL)
00074148402,HydrALAZINE
00074148402,NITROGLYCERIN
55390007310,METOPROLOL
37000002404,Tarceva(erlotinib)
60574310101,Cytomegalovirus Immune Glob
00002445385,ZYPREX
00456066270,levosimendan or placebo
00173038354,Ranitidine Hcl
00536478701,B Complex Vitamins
00034120081,Iso-Osmotic Dextrose
00034120081,Vancomycin HCl
59011010010,Iso-Osmotic Dextrose
59011010010,Vancomycin HCl
00054865024,Oxycodone-Acetaminophen Elixir
00456261563,Diltiazem
00013010501,Dipentum
00054348254,Kaolin/Pectin
00677053333,kaol
00677053333,kaolin
00054829925,Arimidex
00677178110,Acetaminophen (Liquid)
00517391025,Calcium gluco
51079048101,Maprotiline HCl
62584078833,Maprotiline HCl
54396011111,Oxandrin
00409662502,sodium b
00409490234,Dextros
53746027101,Sulfameth/Trimethoprim 
00472132002,Nystatin Oral Suspension
00574705050,Bisacodyl (Rectal)
00378720001,Etodolac
00023917705,Brimonidine
00074606211,Potassium Chloride
00074606211,Heparin Sodium
00074606211,SW
00074606211,D5W
17714001110,Nitroglycerin
17714001110,Nitroprusside Sodium
17314931102,Heparin Sodium
17314931102,Potassium Chloride
17314931102,Nitroprusside Sodium
10019001303,D5W (GLASS BOTTLE)
10019001303,Nitroglycerin
00409915801,D5W
00409915801,Nitroprusside Sodium
00409915801,Phenylephrine HCl
00409915801,SW
00409915801,NS
00031670972,Nitroglycerin
00031670972,D5W
00031670972,Humulin-R Insulin
00031670972,Potassium Chloride
00173034447,Propofol (Generic)
00173034447,Soln.
00045152510,Iso-Osmotic Dextrose
00045152510,Vancomycin HCl
00045152510,Dobutamine
00074610204,Hespan
00053767006,Albumin 5% (2.5 g)
00173072100,Fosamprenavir Calcium
00074610204,Enfuvirtide
00025103134,Enfuvirtide
00008104110,Insulin Pump
66553000801,Insulin Pump
46287000660,Insulin Pump
00024008401,Chloroquine
00574012174,Charcoal Aqueous (Activated)
00409771503,Mannitol
00075770060,Riluzole
54569405900,Humibid E
00034120081,Viagra
00069421030,*NF* Sildenafil Citrate
50383074120,Albuterol 
52544049401,Loxapine Succinate
00245016212,Morphine Sulfate
00085125902,Temodar
00004692506,keto
54868277600,dila
68968449201,Lithium Carbonate SR (Lithobid)
51079028520,Clindamycin
51079028520,D5W
51079028520,Ceftazidime
51079028520,Iso-Osmotic Dextrose
00045006601,LevoFLOXacin
00004025901,cellcept
00409427701,Lidocaine 2% P.f.
00186021503,Lidocaine 2% P.f.
00004035009,Peginterferon Alfa-2a
00004025901,Mycophenolate 
00093008801,Sulfameth/Trimethoprim 
00083380104,Desferal
00338050941,Proventil
51079010320,Xopenex (levalbuterol)
00054830125,Xopenex
51079000522,aspirin
51079033230,Dextromethorphan-Guaifenesin (Sugar Free)
00338004902,HKI-272
53014054867,HKI-272
00904227260,Niaspan
00182000101,Niaspan
00172428610,Verapamil SR
00023916332,*NF* Cyclosporine
00002821501,Insulin Pump
63323026201,Insulin Pump
63739002401,Aygestin
51079080120,Trandolapril
00006073528,Insulin Pump
54868277600,dil
00338004904,Coenzyme Q10
51079010320,Coenzyme Q10
00023114501,Botulinum Toxin Type B
55390007310,NS
58177000104,Lepirudin
00007489220,Avodart
00517570425,Ranolazine
58177023811,Ranolazine
00121174410,guaiFENesin
00186502228,NexIUM
00074471302,Theo Liquid
00085093381,Theophylline
00456045801,Thyroid
00186103301,Bupivacaine
00409233610,Deferoxamine Mesylate
00186115002,Morphine Sulfate (PF)
00338001731,CONVATEK
61570003310,cortis
00300304613,lansopr
00187301220,Pyridostigmine Bromide Syrup
00002140701,Quinidine Gluconate
00182005301,Niacin
53489033001,Imipramine HCl
00004196501,Ceftriaxone Sodium
62037087130,Glipizide
00071000740,phen
00904571135,Oxymetazoline (Half Strength)
00703841104,Enalaprilat
00173046500,Flonase
51079080120,Byetta
55390005710,Molindone
50458039660,Galantamine
50458039660,CONCERTA
54569288100,Cyanocobalamin
00085330601,Pulmicort
51079068420,Pulmicort
17714002001,Rosuvastatin (Crestor)
00013830304,Timolol Maleate 0.5% XE
51079080120,Levalbuterol (Xopenex)
66591091332,OxycodONE 
63304065325,Oxcarbazepine
27434003185,Vitamin E
00074665305,Iso-Osmotic Sodium Chloride
00074665305,Famotidine
00781627043,Oxcarbazepine
00781202701,Clomipramine HCl
00185075710,SulfADIAzine
00168005515,Betamethasone Dipro 0.05% Oint
00054418425,SW
00054418425,Potassium Chloride
00173032188,SW
00173032188,Potassium Chloride
00121043130,Insulin
00904322035,Ear Wax Removal Drops
00074663722,sodium bicarbonate
00173024256,*NF* Argatroban
00338001702,*NF* Argatroban
00338004903,Abreva
62584078833,Actonel
00039022110,Glimepiride
00998031515,Homat
24208043405,Ofloxacin
00078035752,Oxcarbazepine
50383068304,Multivitam
50458057810,Rivaroxaban
00015798120,Oxacillin
00074125901,Morphine Sulfate (0.5-4mg)
55045122403,Sulfameth/Tri
55045122403,Sulfameth/T
00093008801,Sulfameth/Trimet
00074407532,NS Epidural Bag (0.9% NaCl)
00074407532,Bupivacaine 0.50%
00074610204,NS Epidural Bag (0.9% NaCl)
00074610204,Bupivacaine 0.50%
00074610204,Acetazolamide Sodium
