DRUG,atc4
insulin lispro 75/25,A10AD
disulfiram,N07BB
disulfiram,P03AA
travoprost,S01EE
darbepoetin alfa in polysorbat,B03XA
aranesp (polysorbate),B03XA
cinacalcet,H05BX
cinacalcet hcl,H05BX
sensipar,H05BX
romiplostim,B02BX
nimodipine,C08CA
paromomycin sulfate,A07AA
paromomycin,A07AA
propofol,N03AE
infliximab,L04AB
baclofen intrathecal,M03BX
enbrel,L04AB
etanercept,L04AB
sevelamer,V03AE
sevelamer hydrochloride,V03AE
renagel,V03AE
sevelamer carbonate,V03AE
sevelame,V03AE
sevelamer hcl,V03AE
isradipine,V03AE
sevela,V03AE
anti-thymocyte globulin (rabbit),L04AA
anti-thymocyte globulin (rabbit) desensitization,L04AA
revatio (sildenafil citrate),L04AA
doxercalciferol,H05BX
dutasteride (avodart ),V03AE
sevelamer ,V03AE
alemtuzumab,L04AA
*nf* imiglucerase,A16AB
mesalamine (rectal),A07EC
urso forte,A05AA
oxycodone sr (oxycontin),N02AA
2,N02AA
abilify,N05AX
tolvaptan,C03XA
busulfan,L01AB
azacitidine (subcut),L01BC
thalidomide,L04AX
darunavir,J05AE
darunavir 600mg tablet,J05AE
etravirine,J05AG
etravirine 100mg tablet,J05AG
hepatitis b immune globulin (nabi-hb),J06BB
vigamox,J06BB
erlotinib (tarceva),J02AC
insulin pump,J01FA
ocuvite,J01FA
zithromax z-pak,J01FA
bromday,J01FA
insulin pump,S01AA
ocuvite,S01AA
zithromax z-pak,S01AA
bromday,S01AA
zaditor,D01AC
zaditor,J02AC
sodium fluoride 1.1% (dental gel),A01AA
sodium fluoride 1.1% (dental gel),A12CD
clobetasol propionate 0.05% soln,D07AD
prednisolone,A07EA
pred,A07EA
predn,A07EA
prednisol,A07EA
prelone,A07EA
predni,A07EA
prednis,A07EA
prednisolone,C05AA
pred,C05AA
predn,C05AA
prednisol,C05AA
prelone,C05AA
predni,C05AA
prednis,C05AA
prednisolone,D07AA
pred,D07AA
predn,D07AA
prednisol,D07AA
prelone,D07AA
predni,D07AA
prednis,D07AA
prednisolone,D07XA
pred,D07XA
predn,D07XA
prednisol,D07XA
prelone,D07XA
predni,D07XA
prednis,D07XA
prednisolone,H02AB
pred,H02AB
predn,H02AB
prednisol,H02AB
prelone,H02AB
predni,H02AB
prednis,H02AB
prednisolone,R01AD
pred,R01AD
predn,R01AD
prednisol,R01AD
prelone,R01AD
predni,R01AD
prednis,R01AD
prednisolone,S01BA
pred,S01BA
predn,S01BA
prednisol,S01BA
prelone,S01BA
predni,S01BA
prednis,S01BA
prednisolone,S01CB
pred,S01CB
predn,S01CB
prednisol,S01CB
prelone,S01CB
predni,S01CB
prednis,S01CB
prednisolone,S02BA
pred,S02BA
predn,S02BA
prednisol,S02BA
prelone,S02BA
predni,S02BA
prednis,S02BA
prednisolone,S03BA
pred,S03BA
predn,S03BA
prednisol,S03BA
prelone,S03BA
predni,S03BA
prednis,S03BA
dexamethasone ,A01AC
dexamethasone ,C05AA
dexamethasone ,D07AB
dexamethasone ,D07XB
dexamethasone ,D10AA
dexamethasone ,H02AB
dexamethasone ,R01AD
dexamethasone ,S01BA
dexamethasone ,S01CB
dexamethasone ,S02BA
dexamethasone ,S03BA
sotalol,C07AA
sotalol af,C07AA
cefepime,J01DE
insulin pump (self administering medication),J01DE
avodart,J01DE
norepinephrine,J01DE
calcium gluconate,J01DE
calcitonin salmon,H05BA
miacal,H05BA
cefepime desensitization,J01DE
citalopram ,N06AB
risperdal,N05AX
trazodone,N06AX
liothyronine sodium,H03AA
proparacaine hcl 0.5% opth.,S01HA
trifluridine 1% ophth soln.,S01AD
timolol maleate 0.25%,C07AA
timolo,C07AA
timolol maleate 0.25%,S01ED
timolo,S01ED
timolol maleate 0.5%,C07AA
timolol maleate 0.5% gfs,C07AA
timolol,C07AA
thera tears,C07AA
exelon,C07AA
timolol maleate 0.5%,S01ED
timolol maleate 0.5% gfs,S01ED
timolol,S01ED
thera tears,S01ED
exelon,S01ED
genta,D06AX
gent,D06AX
gentamicin 0.3% ophth. soln,D06AX
genta,J01GB
gent,J01GB
gentamicin 0.3% ophth. soln,J01GB
genta,S01AA
gent,S01AA
gentamicin 0.3% ophth. soln,S01AA
genta,S02AA
gent,S02AA
gentamicin 0.3% ophth. soln,S02AA
genta,S03AA
gent,S03AA
gentamicin 0.3% ophth. soln,S03AA
pred forte,A07EA
vigamox 0.5%,A07EA
muro 128,A07EA
prednisolone acetate,A07EA
ketorolac,A07EA
acular ls,A07EA
pred forte,C05AA
vigamox 0.5%,C05AA
muro 128,C05AA
prednisolone acetate,C05AA
symbicort,C05AA
acular ls,C05AA
pred forte,D07AA
vigamox 0.5%,D07AA
muro 128,D07AA
prednisolone acetate,D07AA
ketorolac,D07AA
symbicort,D07AA
acular ls,D07AA
pred forte,D07XA
vigamox 0.5%,D07XA
muro 128,D07XA
prednisolone acetate,D07XA
ketorolac,D07XA
symbicort,D07XA
acular ls,D07XA
pred forte,H02AB
vigamox 0.5%,H02AB
muro 128,H02AB
prednisolone acetate,H02AB
acular ls,H02AB
pred forte,R01AD
vigamox 0.5%,R01AD
muro 128,R01AD
prednisolone acetate,R01AD
acular ls,R01AD
pred forte,S01BA
vigamox 0.5%,S01BA
muro 128,S01BA
prednisolone acetate,S01BA
symbicort,S01BA
acular ls,S01BA
pred forte,S01CB
vigamox 0.5%,S01CB
muro 128,S01CB
prednisolone acetate,S01CB
symbicort,S01CB
acular ls,S01CB
pred forte,S02BA
vigamox 0.5%,S02BA
muro 128,S02BA
prednisolone acetate,S02BA
symbicort,S02BA
acular ls,S02BA
pred forte,S03BA
vigamox 0.5%,S03BA
muro 128,S03BA
prednisolone acetate,S03BA
symbicort,S03BA
acular ls,S03BA
ciprofloxacin 0.3% ophth soln,J01MA
cipro hc,J01MA
ciprofloxacin,J01MA
insulin pump (self administering medication),J01MA
ciprofloxacin 0.3% ophth soln,S01AE
cipro hc,S01AE
ciprofloxacin,S01AE
insulin pump (self administering medication),S01AE
ciprofloxacin 0.3% ophth soln,S02AA
cipro hc,S02AA
ciprofloxacin,S02AA
insulin pump (self administering medication),S02AA
ciprofloxacin 0.3% ophth soln,S03AA
cipro hc,S03AA
ciprofloxacin,S03AA
insulin pump (self administering medication),S03AA
neomycin/polymyxin b sulfate,A01AB
neomycin/polymyxin b sulfate,A07AA
neomycin/polymyxin b sulfate,B05CA
neomycin/polymyxin b sulfate,D06AX
neomycin/polymyxin b sulfate,J01GB
neomycin/polymyxin b sulfate,R02AB
neomycin/polymyxin b sulfate,S01AA
neomycin/polymyxin b sulfate,S02AA
neomycin/polymyxin b sulfate,S03AA
neomycin/polymyxin b sulfate,J01XB
altace,C09AA
vincristine sulfate,L01CA
methotrexate sodium p.f.,L01BA
methotrexate sodium p.f.,L04AX
vitamin a,A11CA
vitamin a,D10AD
vitamin a,R01AX
vitamin a,S01XA
pyrazinamide,J04AK
aminocaproic acid ,B02AA
aminocaproic acid 25% oral rinse,B02AA
aminoc,B02AA
aminocaproic acid oral rinse,B02AA
aminocaproic acid 25 % oral rinse,B02AA
aminocaproi,B02AA
aminocap,B02AA
dextromethorphan-guaifenesin (sugar free),R05DA
guaifenesin-dextromethorphan,R05DA
dextromethorphan-guaifenesin ,R05DA
dextromethorphan-guaifenesin (sugar free),R05CA
guaifenesin-dextromethorphan,R05CA
dextromethorphan-guaifenesin ,R05CA
cidofovir,J05AB
cidofovir 0.25% oral soln,J05AB
cidofovir 1% topical paste,J05AB
tenofovir disoproxil fum.,J05AF
tenofovir disoproxil (viread),J05AF
oxandrolone (oxandrin),J05AF
tenofovir disoproxil fumarate,J05AF
adefovir,J05AF
adefovir dipivoxil,J05AF
hepsera,J05AF
emtricitabine,J05AF
emtriva,J05AF
emtricitabine oral solution,J05AF
emtri,J05AF
emt,J05AF
emtricitabine-tenofovir (truvada),J05AF
emtricitabine-tenofovir,J05AR
emtricitabine-tenofovir (truvada),J05AR
truvada,J05AR
tmc125 200mg/placebo po bid per tibotec ,J05AR
emtricitabine-tenofovir,J05AF
truvada,J05AF
tmc125 200mg/placebo po bid per tibotec ,J05AF
diltiazem extended-release,C05AE
diltiazem extended-release,C08DB
folic acid,B03BB
ond,A04AA
zofran odt,A04AA
ondanset,A04AA
ondanse,A04AA
decitabine,L01BC
zonegran,N03AX
lamictal (brand name),N03AX
nelfinavir mesylate,J05AE
viracept,J05AE
bortezomib,L01XX
neo*po*midazolam,N05CD
clorazepate dipotassium,N05BA
chloramphenicol na succ,D06AX
chloramphenicol na succ,D10AF
chloramphenicol na succ,G01AA
chloramphenicol na succ,J01BA
chloramphenicol na succ,S01AA
chloramphenicol na succ,S02AA
chloramphenicol na succ,S03AA
thiamine hcl,A11DA
thiamine,A11DA
heparin,A11DA
cisplatin,L01XA
methotrexate sodium,L01BA
methotrexate sodium,L04AX
ifosfamide,L01AA
octreotide acetate,M01AB
uroxatral,M01AB
octreotide acetate,S01BC
uroxatral,S01BC
soln.,A01AC
de,A01AC
soln.,C05AA
de,C05AA
soln.,D07AB
de,D07AB
soln.,D07XB
de,D07XB
soln.,D10AA
de,D10AA
soln.,H02AB
de,H02AB
soln.,R01AD
de,R01AD
soln.,S01BA
de,S01BA
soln.,S01CB
de,S01CB
soln.,S02BA
de,S02BA
soln.,S03BA
de,S03BA
neo*iv*gentamicin,D06AX
gentamicin intraventricular,D06AX
neo*iv*gentamicin,J01GB
gentamicin intraventricular,J01GB
neo*iv*gentamicin,S01AA
gentamicin intraventricular,S01AA
neo*iv*gentamicin,S02AA
gentamicin intraventricular,S02AA
neo*iv*gentamicin,S03AA
gentamicin intraventricular,S03AA
pyridoxine hcl,A11HA
pyridoxine,A11HA
folic ,B03BB
vancomycin hcl,A07AA
neo*iv*vancomycin,A07AA
vancomycin 25mg/ml ophth soln,A07AA
vancomycin antibiotic lock,A07AA
vancomycin ,A07AA
vancomycin intrathecal,A07AA
send 500mg vial,A07AA
neo*iv*ampicillin sodium,A07AA
vancomycin intraventricular,A07AA
vancomycin hcl,J01XA
neo*iv*vancomycin,J01XA
vancomycin 25mg/ml ophth soln,J01XA
vancomycin antibiotic lock,J01XA
vancomycin ,J01XA
vancomycin intrathecal,J01XA
send 500mg vial,J01XA
neo*iv*ampicillin sodium,J01XA
vancomycin intraventricular,J01XA
heparin,B01AB
heparin flush (5000 units/ml),B01AB
heparin (crrt machine priming),B01AB
bimatoprost  (lumigan),B01AB
heparin flush crrt (5000 units/ml),B01AB
leflunomide,B01AB
insulin pump,B01AB
fentanyl,B01AB
diazepam,B01AB
heparin flush cvl  (100 units/ml),B01AB
propofol,B01AB
calcium gluconate,B01AB
atropine sulfate,B01AB
zytiga (abiraterone) 250mg,B01AB
zytiga (abiraterone) ,B01AB
mirapex,B01AB
acetylcysteine,B01AB
lactinex,B01AB
heparin flush (1000 units/ml),B01AB
furosemide,B01AB
atripla,B01AB
preparation h,B01AB
levemir,B01AB
phenylephrine,B01AB
polyethylene glycol 400 (bulk),B01AB
mirapex er,B01AB
fenofibrate,B01AB
hydromorphone (dilaudid),B01AB
dakins,B01AB
lumigan,B01AB
magnesium sulfate,B01AB
potassium chloride (powder),B01AB
haloperidol,B01AB
metoprolol tartrate,B01AB
acetaminophen (rectal),B01AB
lorazepam,B01AB
albuterol inhalation soln 0.5%,B01AB
ipratropium bromide neb,B01AB
heparin crrt,B01AB
fentanyl citrate,B01AB
lodosyn,B01AB
byetta,B01AB
midazolam,B01AB
keppra,B01AB
cortef,B01AB
morphine sulfate,B01AB
stalevo 150,B01AB
oxycodone-acetaminophen,B01AB
lidocaine 1%,B01AB
insulin pump (self administering medication),B01AB
heparin,C05BA
heparin flush (5000 units/ml),C05BA
heparin (crrt machine priming),C05BA
bimatoprost  (lumigan),C05BA
heparin flush crrt (5000 units/ml),C05BA
leflunomide,C05BA
insulin pump,C05BA
fentanyl,C05BA
diazepam,C05BA
heparin flush cvl  (100 units/ml),C05BA
ondansetron,C05BA
propofol,C05BA
calcium gluconate,C05BA
atropine sulfate,C05BA
zytiga (abiraterone) 250mg,C05BA
zytiga (abiraterone) ,C05BA
mirapex,C05BA
acetylcysteine,C05BA
lactinex,C05BA
heparin flush (1000 units/ml),C05BA
furosemide,C05BA
atripla,C05BA
preparation h,C05BA
levemir,C05BA
phenylephrine,C05BA
polyethylene glycol 400 (bulk),C05BA
mirapex er,C05BA
fenofibrate,C05BA
hydromorphone (dilaudid),C05BA
dakins,C05BA
lumigan,C05BA
magnesium sulfate,C05BA
potassium chloride (powder),C05BA
haloperidol,C05BA
metoprolol tartrate,C05BA
acetaminophen (rectal),C05BA
lorazepam,C05BA
albuterol inhalation soln 0.5%,C05BA
ipratropium bromide neb,C05BA
heparin crrt,C05BA
fentanyl citrate,C05BA
lodosyn,C05BA
byetta,C05BA
midazolam,C05BA
keppra,C05BA
cortef,C05BA
morphine sulfate,C05BA
stalevo 150,C05BA
oxycodone-acetaminophen,C05BA
lidocaine 1%,C05BA
insulin pump (self administering medication),C05BA
heparin,S01XA
heparin flush (5000 units/ml),S01XA
heparin (crrt machine priming),S01XA
bimatoprost  (lumigan),S01XA
heparin flush crrt (5000 units/ml),S01XA
leflunomide,S01XA
fentanyl,S01XA
diazepam,S01XA
heparin flush cvl  (100 units/ml),S01XA
ondansetron,S01XA
calcium gluconate,S01XA
atropine sulfate,S01XA
zytiga (abiraterone) 250mg,S01XA
zytiga (abiraterone) ,S01XA
mirapex,S01XA
lactinex,S01XA
heparin flush (1000 units/ml),S01XA
furosemide,S01XA
atripla,S01XA
preparation h,S01XA
levemir,S01XA
phenylephrine,S01XA
polyethylene glycol 400 (bulk),S01XA
mirapex er,S01XA
fenofibrate,S01XA
hydromorphone (dilaudid),S01XA
dakins,S01XA
lumigan,S01XA
magnesium sulfate,S01XA
potassium chloride (powder),S01XA
haloperidol,S01XA
metoprolol tartrate,S01XA
acetaminophen (rectal),S01XA
lorazepam,S01XA
albuterol inhalation soln 0.5%,S01XA
ipratropium bromide neb,S01XA
heparin crrt,S01XA
fentanyl citrate,S01XA
lodosyn,S01XA
byetta,S01XA
midazolam,S01XA
keppra,S01XA
cortef,S01XA
morphine sulfate,S01XA
stalevo 150,S01XA
oxycodone-acetaminophen,S01XA
lidocaine 1%,S01XA
propofol,N01AX
phenylephrine,N01AX
fentanyl,N01AX
potassium chloride,N01AX
levofloxacin,N01AX
midazolam,N01AX
calcium gluconate,N01AX
fentanyl citrate,N01AX
fluphenazine decanoate,N05AB
vinblastine (velban),L01CA
ropivacaine 0.2%,N01BB
vancomycin oral liquid,A07AA
telbivudine,A07AA
midazolam,A07AA
potassium chloride,A07AA
vancomycin oral liquid,J01XA
telbivudine,J01XA
midazolam,J01XA
potassium chloride,J01XA
acyclovir sodium,D06BB
acyclovir sodium,J05AB
acyclovir sodium,S01AD
colistin,A07AA
colistin,J01XB
fosphenytoin,N03AB
heparin dwell (1000 units/ml),B01AB
heparin (hemodialysis),B01AB
heparin (porcine),B01AB
sunitinib,B01AB
heparin ,B01AB
hepar,B01AB
heparin dwell (1000 units/ml),C05BA
heparin (hemodialysis),C05BA
heparin (porcine),C05BA
sunitinib,C05BA
heparin ,C05BA
hepar,C05BA
heparin dwell (1000 units/ml),S01XA
heparin (hemodialysis),S01XA
heparin (porcine),S01XA
sunitinib,S01XA
heparin ,S01XA
hepar,S01XA
isradipine,C02DB
propofol,C02DB
milrinone lactate,C01CE
chlorothiazide sodium,C03AA
chlorothiazide,C03AA
mesna,R05CB
mesna,V03AF
pentamidine inhalation,P01CX
pentamidine-inhalation,P01CX
pentamidine ,P01CX
pentamidine isethionate,P01CX
evoxac,N07AX
cevimeline,N07AX
latuda,N05AE
enablex,N05AE
actiq,N01AH
actiq,N02AB
fentora,N01AH
fentora,N02AB
arsenic trioxide *nf*,L01XX
lidocaine 5% patch,C01BB
lidoderm,C01BB
*nf* lidocaine patch 5%,C01BB
adcirca,C01BB
tyvaso,C01BB
*nf* lidocaine 5% patch,C01BB
lidoderm patches,C01BB
detrol la,C01BB
stalevo 150,C01BB
lidocaine 5% patch,C05AD
lidoderm,C05AD
*nf* lidocaine patch 5%,C05AD
adcirca,C05AD
tyvaso,C05AD
*nf* lidocaine 5% patch,C05AD
lidoderm patches,C05AD
detrol la,C05AD
stalevo 150,C05AD
lidocaine 5% patch,D04AB
lidoderm,D04AB
*nf* lidocaine patch 5%,D04AB
adcirca,D04AB
tyvaso,D04AB
*nf* lidocaine 5% patch,D04AB
lidoderm patches,D04AB
detrol la,D04AB
stalevo 150,D04AB
lidocaine 5% patch,N01BB
lidoderm,N01BB
*nf* lidocaine patch 5%,N01BB
adcirca,N01BB
tyvaso,N01BB
*nf* lidocaine 5% patch,N01BB
lidoderm patches,N01BB
detrol la,N01BB
stalevo 150,N01BB
lidocaine 5% patch,R02AD
lidoderm,R02AD
*nf* lidocaine patch 5%,R02AD
adcirca,R02AD
tyvaso,R02AD
*nf* lidocaine 5% patch,R02AD
lidoderm patches,R02AD
detrol la,R02AD
stalevo 150,R02AD
lidocaine 5% patch,S01HA
lidoderm,S01HA
*nf* lidocaine patch 5%,S01HA
adcirca,S01HA
tyvaso,S01HA
*nf* lidocaine 5% patch,S01HA
lidoderm patches,S01HA
detrol la,S01HA
stalevo 150,S01HA
lidocaine 5% patch,S02DA
lidoderm,S02DA
*nf* lidocaine patch 5%,S02DA
adcirca,S02DA
tyvaso,S02DA
*nf* lidocaine 5% patch,S02DA
lidoderm patches,S02DA
detrol la,S02DA
stalevo 150,S02DA
clopidogrel bisulfate,B01AC
clopidogrel,B01AC
colazal,B01AC
apidra,B01AC
clopidogrel desensitization,B01AC
iso-osmotic dextrose,B01AC
dhea,B01AC
insulin pump,B01AC
albuterol 0.083% neb soln,B01AC
neurontin,B01AC
mirapex er(pramipexole),C05AE
fenofibrate,C05AE
mirapex er(pramipexole),C08DB
fenofibrate,C08DB
betaseron,A06AA
avodart,A06AA
vagifem,A06AA
xeloda,A06AA
metformin (fortamet),A06AA
pioglitazone hcl,A10BG
pioglitazone,A10BG
lubiprostone,A06AX
amitiza,A06AX
lansoprazole oral disintegrating tab,A02BC
bosentan,A02BC
lansoprazole,A02BC
febuxostat,M04AA
uloric,M04AA
triamterene,C03DB
bivalirudin,B01AE
aldesleukin,L03AC
benicar,C09CA
benicar hct,C09CA
olmesartan,C09CA
colesevelam,C10AC
welchol,C10AC
acular,C10AC
zymar,C10AC
colazal,A07EC
moviprep,A11GA
dulera (mometasone-formoterol) 200-5mcg/actuation,A11GA
moviprep,G01AD
dulera (mometasone-formoterol) 200-5mcg/actuation,G01AD
moviprep,S01XA
dulera (mometasone-formoterol) 200-5mcg/actuation,S01XA
moviprep,A06AD
dulera (mometasone-formoterol) 200-5mcg/actuation,A06AD
moviprep,A12CA
dulera (mometasone-formoterol) 200-5mcg/actuation,A12CA
moviprep,A12BA
dulera (mometasone-formoterol) 200-5mcg/actuation,A12BA
moviprep,B05XA
dulera (mometasone-formoterol) 200-5mcg/actuation,B05XA
moviprep,B05CB
dulera (mometasone-formoterol) 200-5mcg/actuation,B05CB
azathioprine,L04AX
rifaximin,A07AA
rifaximin,D06AX
hydrocortisone acetate ointment 1%,A01AC
hydrocortisone acetate ointment 1%,A07EA
hydrocortisone acetate ointment 1%,C05AA
hydrocortisone acetate ointment 1%,D07AA
hydrocortisone acetate ointment 1%,D07XA
hydrocortisone acetate ointment 1%,H02AB
hydrocortisone acetate ointment 1%,S01BA
hydrocortisone acetate ointment 1%,S01CB
hydrocortisone acetate ointment 1%,S02BA
nesiritide,C01DX
donnatol,A03BA
donnatol,S01FA
donnatol,N03AA
donnatol,A04AD
donnatol,N05CM
treprostinil sodium,B01AC
tyvaso,B01AC
triamterene-hydrochlorothiazid,N03AA
ezetimibe,C10AX
zetia,C10AX
anakinra,L04AC
amoxicillin-clavulanic acid,J01CA
cetuximab,L01XC
neo*iv*hyaluronidase (ovine),B06AA
fomepizole,V03AB
melphalan,L01AA
povidone iodine,D08AG
povidone iodine 1/4 strength,D08AG
povidone iodine 1/2 strength,D08AG
povidone iodine,D09AA
povidone iodine 1/4 strength,D09AA
povidone iodine 1/2 strength,D09AA
povidone iodine,D11AC
povidone iodine 1/4 strength,D11AC
povidone iodine 1/2 strength,D11AC
povidone iodine,G01AX
povidone iodine 1/4 strength,G01AX
povidone iodine 1/2 strength,G01AX
povidone iodine,R02AA
povidone iodine 1/4 strength,R02AA
povidone iodine 1/2 strength,R02AA
povidone iodine,S01AX
povidone iodine 1/4 strength,S01AX
povidone iodine 1/2 strength,S01AX
theophylline er (uniphyl),R03DA
daptomycin,J01XX
ciprofloxacin hcl,J01MA
vancocin,J01MA
ciprofloxacin hcl,S01AE
vancocin,S01AE
ciprofloxacin hcl,S02AA
vancocin,S02AA
ciprofloxacin hcl,S03AA
vancocin,S03AA
iloprost,C03DA
hydroxyurea suspension,L01XX
insulin pump (self administering medication),C02DB
ranitidine (liquid),A02BA
neo*po*carbamazepine 20mg/ml,N03AF
cephalexin desensitization,J01DB
*nf* cefixime suspension,J01DD
hydrocortisone acetate 10%  foam,A01AC
hydrocortisone acetate 10%  foam,A07EA
hydrocortisone acetate 10%  foam,C05AA
hydrocortisone acetate 10%  foam,D07AA
hydrocortisone acetate 10%  foam,D07XA
hydrocortisone acetate 10%  foam,H02AB
hydrocortisone acetate 10%  foam,S01BA
hydrocortisone acetate 10%  foam,S01CB
hydrocortisone acetate 10%  foam,S02BA
nabumetone,M01AX
rasagiline,N04BD
glatiramer,L03AX
copaxone,L03AX
ethambutol hcl,J04AK
lidocaine jelly 2% (urojet),C01BB
lidocaine jelly 2% (urojet),C05AD
lidocaine jelly 2% (urojet),D04AB
lidocaine jelly 2% (urojet),N01BB
lidocaine jelly 2% (urojet),R02AD
lidocaine jelly 2% (urojet),S01HA
lidocaine jelly 2% (urojet),S02DA
silver sulfadiazine 1% cream,D06BA
atripla,D06BA
